Logdir logdir\ndnf_dreamer_demo_anneal_s0
Create envs.
Simulate agent.
Encoder CNN shapes: {}
Encoder MLP shapes: {'symbolic': (147,)}
Decoder CNN shapes: {}
Decoder MLP shapes: {'symbolic': (147,)}
        39,632: rssm
       146,181: actor
       210,431: value
        78,335: reward
        13,057: cont
       170,240: encoder
       182,675: decoder
Optimizer has: 840551 parameters.
Evaluating the policy...
[0] episode/eval_score 0.0 / episode/eval_length 360.0
[70066] train/ndnf_delta 0.1 / train/dyn_entropy 8.3 / train/rep_entropy 6.9 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 0.8 / train/action_entropy 0.2 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.6 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.7 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.7 / train/loss/dyn 1.3 / train/loss/rep 1.3 / train/loss/ground 0.5 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.9 / train/loss/rew 0.1 / train/loss/con 0.1 / train/loss/policy -0.0 / train/loss/value 0.6 / train/loss/repval 1.0 / train/opt/loss 3.8 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 2188.0 / fps/fps 48.4
[70182] episode/score 0.0 / episode/length 360.0
[70542] episode/score 0.0 / episode/length 360.0
[70902] episode/score 0.0 / episode/length 360.0
[71262] episode/score 0.0 / episode/length 360.0
[71622] episode/score 0.0 / episode/length 360.0
[71982] episode/score 0.0 / episode/length 360.0
[72342] episode/score 0.0 / episode/length 360.0
[72702] episode/score 0.0 / episode/length 360.0
[73062] episode/score 0.0 / episode/length 360.0
[73422] episode/score 0.0 / episode/length 360.0
[73782] episode/score 0.0 / episode/length 360.0
[74142] episode/score 0.0 / episode/length 360.0
[74502] episode/score 0.0 / episode/length 360.0
[74862] episode/score 0.0 / episode/length 360.0
[75066] train/ndnf_delta 0.1 / train/dyn_entropy 8.1 / train/rep_entropy 6.3 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.6 / train/tar 0.6 / train/slowval 0.6 / train/weight 0.8 / train/action_entropy 0.1 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.6 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.4 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.7 / train/loss/rew 0.1 / train/loss/con 0.1 / train/loss/policy -0.0 / train/loss/value 0.7 / train/loss/repval 1.0 / train/opt/loss 3.8 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 2344.0 / fps/fps 47.7
[75222] episode/score 0.0 / episode/length 360.0
[75582] episode/score 0.0 / episode/length 360.0
[75942] episode/score 0.0 / episode/length 360.0
[76302] episode/score 0.0 / episode/length 360.0
[76662] episode/score 0.0 / episode/length 360.0
[77022] episode/score 0.0 / episode/length 360.0
[77382] episode/score 0.0 / episode/length 360.0
[77742] episode/score 0.0 / episode/length 360.0
[78102] episode/score 0.0 / episode/length 360.0
[78462] episode/score 0.0 / episode/length 360.0
[78822] episode/score 0.0 / episode/length 360.0
[79182] episode/score 0.0 / episode/length 360.0
[79542] episode/score 0.0 / episode/length 360.0
[79902] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[80000] episode/eval_score 0.0 / episode/eval_length 360.0
[80066] train/ndnf_delta 0.1 / train/dyn_entropy 8.3 / train/rep_entropy 6.5 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.8 / train/action_entropy 0.1 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.3 / train/loss/rep 1.3 / train/loss/ground 0.4 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.7 / train/loss/rew 0.1 / train/loss/con 0.0 / train/loss/policy 0.0 / train/loss/value 0.8 / train/loss/repval 1.0 / train/opt/loss 3.7 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 2500.0 / fps/fps 45.7
[80262] episode/score 0.0 / episode/length 360.0
[80622] episode/score 0.0 / episode/length 360.0
[80982] episode/score 0.0 / episode/length 360.0
[81342] episode/score 0.0 / episode/length 360.0
[81702] episode/score 0.0 / episode/length 360.0
[82062] episode/score 0.0 / episode/length 360.0
[82422] episode/score 0.0 / episode/length 360.0
[82782] episode/score 0.0 / episode/length 360.0
[83142] episode/score 0.0 / episode/length 360.0
[83502] episode/score 0.0 / episode/length 360.0
[83862] episode/score 0.0 / episode/length 360.0
[84222] episode/score 0.0 / episode/length 360.0
[84582] episode/score 0.0 / episode/length 360.0
[84942] episode/score 0.0 / episode/length 360.0
[85066] train/ndnf_delta 0.1 / train/dyn_entropy 8.3 / train/rep_entropy 6.6 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.8 / train/action_entropy 0.1 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.5 / train/loss/rep 1.5 / train/loss/ground 0.4 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.9 / train/loss/rew 0.1 / train/loss/con 0.1 / train/loss/policy 0.0 / train/loss/value 0.9 / train/loss/repval 1.3 / train/opt/loss 4.3 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 2657.0 / fps/fps 46.4
[85302] episode/score 0.0 / episode/length 360.0
[85662] episode/score 0.0 / episode/length 360.0
[86022] episode/score 0.0 / episode/length 360.0
[86382] episode/score 0.0 / episode/length 360.0
[86742] episode/score 0.0 / episode/length 360.0
[87102] episode/score 0.0 / episode/length 360.0
[87462] episode/score 0.0 / episode/length 360.0
[87822] episode/score 0.0 / episode/length 360.0
[88182] episode/score 0.0 / episode/length 360.0
[88542] episode/score 0.0 / episode/length 360.0
[88902] episode/score 0.0 / episode/length 360.0
[89262] episode/score 0.0 / episode/length 360.0
[89622] episode/score 0.0 / episode/length 360.0
[89982] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[90000] episode/eval_score 0.0 / episode/eval_length 360.0
[90066] train/ndnf_delta 0.1 / train/dyn_entropy 7.9 / train/rep_entropy 6.2 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.6 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.3 / train/loss/rep 1.3 / train/loss/ground 0.3 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 1.0 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy 0.0 / train/loss/value 0.9 / train/loss/repval 0.9 / train/opt/loss 3.8 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 2813.0 / fps/fps 47.3
[90342] episode/score 0.0 / episode/length 360.0
[90702] episode/score 0.0 / episode/length 360.0
[91062] episode/score 0.0 / episode/length 360.0
[91422] episode/score 0.0 / episode/length 360.0
[91782] episode/score 0.0 / episode/length 360.0
[92142] episode/score 0.0 / episode/length 360.0
[92502] episode/score 0.0 / episode/length 360.0
[92862] episode/score 0.0 / episode/length 360.0
[93222] episode/score 0.0 / episode/length 360.0
[93582] episode/score 0.0 / episode/length 360.0
[93942] episode/score 0.0 / episode/length 360.0
[94302] episode/score 0.0 / episode/length 360.0
[94662] episode/score 0.0 / episode/length 360.0
[95022] episode/score 0.0 / episode/length 360.0
[95066] train/ndnf_delta 0.1 / train/dyn_entropy 7.8 / train/rep_entropy 5.9 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.7 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.3 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.1 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.5 / train/loss/rep 1.5 / train/loss/ground 0.3 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.7 / train/loss/rew 0.1 / train/loss/con 0.1 / train/loss/policy 0.0 / train/loss/value 1.0 / train/loss/repval 1.1 / train/opt/loss 4.1 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 2969.0 / fps/fps 51.6
[95382] episode/score 0.0 / episode/length 360.0
[95742] episode/score 0.0 / episode/length 360.0
[96102] episode/score 0.0 / episode/length 360.0
[96462] episode/score 0.0 / episode/length 360.0
[96822] episode/score 0.0 / episode/length 360.0
[97182] episode/score 0.0 / episode/length 360.0
[97542] episode/score 0.0 / episode/length 360.0
[97902] episode/score 0.0 / episode/length 360.0
[98262] episode/score 0.0 / episode/length 360.0
[98622] episode/score 0.0 / episode/length 360.0
[98982] episode/score 0.0 / episode/length 360.0
[99342] episode/score 0.0 / episode/length 360.0
[99702] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[100000] episode/eval_score 0.0 / episode/eval_length 360.0
[100062] episode/score 0.0 / episode/length 360.0
[100066] train/ndnf_delta 0.1 / train/dyn_entropy 7.5 / train/rep_entropy 5.6 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.3 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.1 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.5 / train/loss/rep 1.5 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.8 / train/loss/rew 0.1 / train/loss/con 0.1 / train/loss/policy 0.0 / train/loss/value 1.0 / train/loss/repval 1.1 / train/opt/loss 4.1 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 3125.0 / fps/fps 50.0
[100422] episode/score 0.0 / episode/length 360.0
[100782] episode/score 0.0 / episode/length 360.0
[101142] episode/score 0.0 / episode/length 360.0
[101502] episode/score 0.0 / episode/length 360.0
[101862] episode/score 0.0 / episode/length 360.0
[102222] episode/score 0.0 / episode/length 360.0
[102582] episode/score 0.0 / episode/length 360.0
[102942] episode/score 0.0 / episode/length 360.0
[103302] episode/score 0.0 / episode/length 360.0
[103662] episode/score 0.0 / episode/length 360.0
[104022] episode/score 0.0 / episode/length 360.0
[104382] episode/score 0.0 / episode/length 360.0
[104742] episode/score 0.0 / episode/length 360.0
[105066] train/ndnf_delta 0.1 / train/dyn_entropy 7.2 / train/rep_entropy 5.2 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.3 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.1 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.3 / train/loss/rep 1.3 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.7 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy 0.0 / train/loss/value 1.0 / train/loss/repval 1.0 / train/opt/loss 3.8 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 3282.0 / fps/fps 52.4
[105102] episode/score 0.0 / episode/length 360.0
[105462] episode/score 0.0 / episode/length 360.0
[105822] episode/score 0.0 / episode/length 360.0
[106182] episode/score 0.0 / episode/length 360.0
[106542] episode/score 0.0 / episode/length 360.0
[106902] episode/score 0.0 / episode/length 360.0
[107262] episode/score 0.0 / episode/length 360.0
[107622] episode/score 0.0 / episode/length 360.0
[107982] episode/score 0.0 / episode/length 360.0
[108342] episode/score 0.0 / episode/length 360.0
[108702] episode/score 0.0 / episode/length 360.0
[109062] episode/score 0.0 / episode/length 360.0
[109422] episode/score 0.0 / episode/length 360.0
[109782] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[110000] episode/eval_score 0.0 / episode/eval_length 360.0
[110066] train/ndnf_delta 0.1 / train/dyn_entropy 6.7 / train/rep_entropy 4.6 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.4 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.1 / train/value_replay_min 0.6 / train/value_replay_max 0.9 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.9 / train/loss/dyn 1.2 / train/loss/rep 1.2 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.5 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy 0.0 / train/loss/value 1.0 / train/loss/repval 1.0 / train/opt/loss 3.4 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 3438.0 / fps/fps 51.3
[110142] episode/score 0.0 / episode/length 360.0
[110502] episode/score 0.0 / episode/length 360.0
[110862] episode/score 0.0 / episode/length 360.0
[111222] episode/score 0.0 / episode/length 360.0
[111582] episode/score 0.0 / episode/length 360.0
[111942] episode/score 0.0 / episode/length 360.0
[112302] episode/score 0.0 / episode/length 360.0
[112662] episode/score 0.0 / episode/length 360.0
[113022] episode/score 0.0 / episode/length 360.0
[113382] episode/score 0.0 / episode/length 360.0
[113742] episode/score 0.0 / episode/length 360.0
[114102] episode/score 0.0 / episode/length 360.0
[114462] episode/score 0.0 / episode/length 360.0
[114822] episode/score 0.0 / episode/length 360.0
[115066] train/ndnf_delta 0.1 / train/dyn_entropy 6.4 / train/rep_entropy 4.3 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.6 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.1 / train/value_replay_min 0.6 / train/value_replay_max 0.9 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.9 / train/loss/dyn 1.2 / train/loss/rep 1.2 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy 0.0 / train/loss/value 1.0 / train/loss/repval 0.9 / train/opt/loss 3.4 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 3594.0 / fps/fps 52.4
[115182] episode/score 0.0 / episode/length 360.0
[115542] episode/score 0.0 / episode/length 360.0
[115902] episode/score 0.0 / episode/length 360.0
[116262] episode/score 0.0 / episode/length 360.0
[116622] episode/score 0.0 / episode/length 360.0
[116982] episode/score 0.0 / episode/length 360.0
[117342] episode/score 0.0 / episode/length 360.0
[117702] episode/score 0.0 / episode/length 360.0
[118062] episode/score 0.0 / episode/length 360.0
[118422] episode/score 0.0 / episode/length 360.0
[118782] episode/score 0.0 / episode/length 360.0
[119142] episode/score 0.0 / episode/length 360.0
[119502] episode/score 0.0 / episode/length 360.0
[119862] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[120000] episode/eval_score 0.0 / episode/eval_length 360.0
[120066] train/ndnf_delta 0.1 / train/dyn_entropy 6.5 / train/rep_entropy 4.5 / train/act_entropy_coef 0.0 / train/ret 0.0 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.7 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.1 / train/value_replay_min 0.6 / train/value_replay_max 0.9 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.9 / train/loss/dyn 1.4 / train/loss/rep 1.4 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.8 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.9 / train/loss/repval 0.8 / train/opt/loss 3.7 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 3750.0 / fps/fps 47.7
[120222] episode/score 0.0 / episode/length 360.0
[120582] episode/score 0.0 / episode/length 360.0
[120942] episode/score 0.0 / episode/length 360.0
[121302] episode/score 0.0 / episode/length 360.0
[121662] episode/score 0.0 / episode/length 360.0
[122022] episode/score 0.0 / episode/length 360.0
[122382] episode/score 0.0 / episode/length 360.0
[122742] episode/score 0.0 / episode/length 360.0
[123102] episode/score 0.0 / episode/length 360.0
[123462] episode/score 0.0 / episode/length 360.0
[123822] episode/score 0.0 / episode/length 360.0
[124182] episode/score 0.0 / episode/length 360.0
[124542] episode/score 0.0 / episode/length 360.0
[124902] episode/score 0.0 / episode/length 360.0
[125066] train/ndnf_delta 0.1 / train/dyn_entropy 6.5 / train/rep_entropy 4.4 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.5 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.1 / train/value_replay_min 0.6 / train/value_replay_max 0.9 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.9 / train/loss/dyn 1.3 / train/loss/rep 1.3 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.5 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy 0.0 / train/loss/value 1.0 / train/loss/repval 1.1 / train/opt/loss 3.6 / train/opt/lr 0.0 / train/opt/grad_scale 16384.0 / train/opt/updates 3907.0 / fps/fps 48.2
[125262] episode/score 0.0 / episode/length 360.0
[125622] episode/score 0.0 / episode/length 360.0
[125982] episode/score 0.0 / episode/length 360.0
[126342] episode/score 0.0 / episode/length 360.0
[126702] episode/score 0.0 / episode/length 360.0
[127062] episode/score 0.0 / episode/length 360.0
[127422] episode/score 0.0 / episode/length 360.0
[127782] episode/score 0.0 / episode/length 360.0
[128142] episode/score 0.0 / episode/length 360.0
[128502] episode/score 0.0 / episode/length 360.0
[128862] episode/score 0.0 / episode/length 360.0
[129222] episode/score 0.0 / episode/length 360.0
[129582] episode/score 0.0 / episode/length 360.0
[129942] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[130000] episode/eval_score 0.0 / episode/eval_length 360.0
[130066] train/ndnf_delta 0.1 / train/dyn_entropy 6.1 / train/rep_entropy 4.1 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv 0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 0.7 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.6 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.0 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.0 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.3 / train/loss/rep 1.3 / train/loss/ground 0.1 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.6 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy 0.0 / train/loss/value 0.9 / train/loss/repval 0.8 / train/opt/loss 3.3 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 4063.0 / fps/fps 46.9
[130302] episode/score 0.0 / episode/length 360.0
[130662] episode/score 0.0 / episode/length 360.0
[131022] episode/score 0.0 / episode/length 360.0
[131382] episode/score 0.0 / episode/length 360.0
[131742] episode/score 0.0 / episode/length 360.0
[132102] episode/score 0.0 / episode/length 360.0
[132462] episode/score 0.0 / episode/length 360.0
[132822] episode/score 0.0 / episode/length 360.0
[133182] episode/score 0.0 / episode/length 360.0
[133542] episode/score 0.0 / episode/length 360.0
[133902] episode/score 0.0 / episode/length 360.0
[134262] episode/score 0.0 / episode/length 360.0
[134622] episode/score 0.0 / episode/length 360.0
[134982] episode/score 0.0 / episode/length 360.0
[135066] train/ndnf_delta 0.1 / train/dyn_entropy 6.3 / train/rep_entropy 4.4 / train/act_entropy_coef 0.0 / train/ret 0.1 / train/ret_005 0.6 / train/ret_095 0.8 / train/adv -0.0 / train/adv_std 0.0 / train/con 1.0 / train/rew 0.0 / train/val 0.7 / train/tar 0.7 / train/slowval 0.7 / train/weight 0.9 / train/action_entropy 1.0 / train/action_mean 0.2 / train/action_std 0.4 / train/action_min 0.0 / train/action_max 1.0 / train/ret_replay_mean 0.7 / train/ret_replay_std 0.1 / train/ret_replay_min 0.6 / train/ret_replay_max 1.0 / train/value_replay_mean 0.7 / train/value_replay_std 0.1 / train/value_replay_min 0.6 / train/value_replay_max 0.8 / train/slow_value_replay_mean 0.7 / train/slow_value_replay_std 0.1 / train/slow_value_replay_min 0.6 / train/slow_value_replay_max 0.8 / train/loss/dyn 1.5 / train/loss/rep 1.5 / train/loss/ground 0.2 / train/loss/ndnf_aux 0.6 / train/loss/symbolic 0.7 / train/loss/rew 0.0 / train/loss/con 0.0 / train/loss/policy -0.0 / train/loss/value 0.9 / train/loss/repval 1.1 / train/opt/loss 3.9 / train/opt/lr 0.0 / train/opt/grad_scale 32768.0 / train/opt/updates 4219.0 / fps/fps 46.5
[135342] episode/score 0.0 / episode/length 360.0
[135702] episode/score 0.0 / episode/length 360.0
[136062] episode/score 0.0 / episode/length 360.0
[136422] episode/score 0.0 / episode/length 360.0
[136782] episode/score 0.0 / episode/length 360.0
[137142] episode/score 0.0 / episode/length 360.0
[137502] episode/score 0.0 / episode/length 360.0
[137862] episode/score 0.0 / episode/length 360.0
[138222] episode/score 0.0 / episode/length 360.0
[138582] episode/score 0.0 / episode/length 360.0
[138942] episode/score 0.0 / episode/length 360.0
[139302] episode/score 0.0 / episode/length 360.0
[139662] episode/score 0.0 / episode/length 360.0
Evaluating the policy...
[140000] episode/eval_score 0.0 / episode/eval_length 360.0
[140022] episode/score 0.0 / episode/length 360.0
